0 Sweep,,5 Sweep,,10 Sweep,,15 Sweep,,20 Sweep,,25 Sweep,,30 Sweep,,35 Sweep,,40 Sweep,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.6785761628148851,0.18967137350397073,0.6806675232441706,0.18969331388504257,0.6845819805921787,0.18973902301227555,0.6944449239729372,0.18979195783834152,0.7076800163281874,0.1895265669888967,0.8601850847003752,0.07889438947231064,0.8814454241429368,0.0789858077267766,0.7967690507408031,0.18900767697654797,0.8844565451798663,0.11861562103776611
0.6792331346774878,0.18828912949644555,0.6813244951067733,0.18859629483145118,0.6853119493284039,0.1886877130859171,0.6955801713515147,0.18819961274167255,0.7088078180256555,0.18759069403232573,0.8563527488351925,0.08063133630716371,0.8801223558085285,0.07967144463527126,0.7973621503389862,0.18791065792295655,0.8836809533976269,0.11975834921859049
0.6803499868439126,0.18677524320248942,0.682036214624593,0.18722502101446192,0.6860875411106433,0.18754498490509275,0.6967154187300924,0.18626605083857448,0.7098571480839794,0.18599087457917157,0.8539803504424603,0.08172835536075512,0.8778868265538385,0.08058562717993073,0.7980464960291973,0.18658509323320027,0.8829509846614015,0.12108391390834679
0.6808098671477345,0.18545882033817973,0.6826384388319788,0.18585374719747266,0.6868631328928827,0.18608229283363753,0.6977371413708121,0.18501492254833454,0.7110433472803455,0.18425392774431854,0.8523379207859534,0.08255111965094866,0.8761531508053035,0.08149980972459023,0.7986852186733945,0.18535094679790992,0.8823122620172044,0.12213522383470521
0.6815982333828577,0.1840107551874391,0.6835144013154492,0.18453732433316297,0.6878668399051925,0.18452818250771635,0.6986453392736742,0.18330883851618918,0.7118189390625849,0.18301978130902818,0.8502392606693057,0.08360242957730712,0.8744650981027825,0.08259682877818164,0.7992783182715775,0.18425392774431854,0.8814454241429368,0.12355220677892743
0.6821895080592003,0.18289179575277584,0.6842261208332688,0.18327575242153285,0.688688054733446,0.18324832694519305,0.6998941113901096,0.1813752766130911,0.7125945308448242,0.18187705312820382,0.8486880771048269,0.08447090299473364,0.8722295688480926,0.08369384783177305,0.7997801717777324,0.18311119956349414,0.8805785862686694,0.12487777146868373
0.6830435714805838,0.18150955174525069,0.6849378403510885,0.1816850747938253,0.6896461386997416,0.1818770531282038,0.7006887845551139,0.18001040938737484,0.7135069917651058,0.18068861582014648,0.8469087783102778,0.08524795815769423,0.8698571704553604,0.08479086688536444,0.8003732713759155,0.18173992574650488,0.87980299448643,0.12615762703120703
0.6837662405294469,0.180193128880941,0.6858685504897757,0.18025895002415648,0.6905129765740091,0.1804143610567486,0.7014834577201181,0.1785318032261822,0.7144650757314015,0.17886025073082745,0.8454488408378272,0.08593359506618883,0.8678497564307408,0.08597930419342181,0.801240109250183,0.18059719756568052,0.8791186487962188,0.1275289008481963
0.6846860011370908,0.17861342144376935,0.686799260628463,0.17872312334912852,0.6915166835863189,0.17908879636699232,0.7028457545744112,0.17705319706498956,0.7156056518817535,0.1773061404049063,0.8439432803193625,0.08684777761084833,0.8660248345901775,0.08703061411978022,0.8019700779864083,0.17918021462145828,0.8780693187378948,0.12926584768304936
0.6853429729996935,0.1771653562930287,0.6876204754567165,0.17729699857945969,0.6924291445066005,0.17767181342277008,0.703867477215131,0.1756883298392733,0.7168830971701478,0.17556919357005324,0.8421183584787992,0.08771625102827488,0.8636068131514313,0.08831046968230355,0.8026544236766195,0.17799177731340093,0.8772481039096415,0.13077424888173753
0.6861313392348168,0.1759147545719345,0.6885511855954036,0.1758160228571113,0.6934328515189103,0.17602628484238297,0.7045486256422776,0.17420972367808063,0.7179780502744857,0.17392366498966613,0.8404759288222924,0.0887218518274003,0.8613712838967413,0.08963603437205983,0.8033387693668307,0.17680334000534356,0.8761531508053035,0.13237406833489165
0.687116797028721,0.17440086827797835,0.6893724004236571,0.1746641528508403,0.6945278046232483,0.17447217451646183,0.7056838730208551,0.17273111751688802,0.7189817572867955,0.1726895185543758,0.8387422530737574,0.08927036135419605,0.8592270007340795,0.0907787625528842,0.8039774920110279,0.17547777531558728,0.8753775590230641,0.13374534215188094
0.6877737688913237,0.1733477299865306,0.6903031105623444,0.17312832617581236,0.6954402655435299,0.17310090069947257,0.7068191203994327,0.1709112945492663,0.7200310873451193,0.1710439899739887,0.837464807785363,0.0902302530260885,0.8574933249855445,0.09196719986094157,0.8048443298852954,0.17415221062583103,0.874191359826698,0.1356194163684329
0.688562135126447,0.1721629494086519,0.6911790730458147,0.17159249950078437,0.6965352186478678,0.17145537211908546,0.7080678925158681,0.16920521051712095,0.7212629095874995,0.16935275226636862,0.8358223781288562,0.09114443557074803,0.856124633605122,0.0926528367694362,0.8057111677595629,0.17300948244500663,0.8735070141364869,0.13703639931265513
0.6893505013615704,0.17078070540112672,0.6921645308397189,0.170111523778436,0.6976301717522058,0.16985555266593133,0.7094301893701611,0.16738538754949922,0.7228140931519783,0.1677072236859815,0.8341343254263351,0.0921043272426405,0.8539347273964462,0.09402411058642546,0.8065780056338304,0.17150108124631844,0.8726857993082333,0.13840767312964436
0.6900074732241731,0.1696617459664635,0.6930952409784061,0.16868539900876717,0.6986795018105296,0.16816431495831125,0.710451912010881,0.1659067813883066,0.7240915384403726,0.16592456772389547,0.8328112570919268,0.0926528367694362,0.8524291668779815,0.09507542051278389,0.8072623513240417,0.16999268004763027,0.8718189614339659,0.13973323781940067
0.6907301422730362,0.16860860767501573,0.6939164558066595,0.16720442328641877,0.6999113240529098,0.166747332014089,0.7115871593894585,0.1645419141625903,0.7251864915447105,0.16450758477967325,0.8314881887575185,0.09370414669579463,0.8506498680834325,0.09608102131190935,0.8081291891983091,0.16852998797617505,0.8707240083296279,0.14156160290871966
0.6914528113218992,0.16742382709713705,0.6949019136005637,0.1658331494694295,0.7009606541112336,0.16533034906986677,0.7126088820301784,0.1629495690659213,0.7260989524649921,0.16331914747161588,0.8296176438709412,0.0945269109859882,0.8489161923348973,0.09731516774719967,0.809178519256633,0.16688445939578794,0.8699027935013744,0.14357280450697057
0.6923068747432828,0.1662390465192583,0.6958326237392509,0.1643521737470811,0.7021012302615857,0.1639590752528775,0.7136715997151246,0.1618027014665347,0.7268745442472314,0.16240496492695639,0.8279295911684202,0.0954410935306477,0.8468175322182496,0.09850360505525702,0.810273472360971,0.16528463994263382,0.8687165943050084,0.1454011695962896
0.6930952409784061,0.16512008708459508,0.696818081533155,0.163090601835451,0.7031961833659236,0.16235925579972338,0.7146176391972726,0.16038096477308023,0.7276045129834567,0.1614450732550639,0.826104669327857,0.09658382171147206,0.84481011819363,0.09992058799947925,0.8111403102352385,0.16377623874394565,0.8678953794767549,0.1470466981766767
0.6938179100272691,0.16400112764993185,0.6978582869822761,0.16155477516042302,0.7042911364702615,0.16098798198273412,0.7157213519264451,0.1589592280796258,0.7285169739037384,0.16043947245593843,0.824370993579322,0.0976351316378305,0.8432589346291512,0.10083477054413875,0.8121896402935623,0.16245067405418934,0.8669372955104592,0.14864651762983083
0.6946062762623925,0.16275052592883765,0.6990627353970479,0.15996409753271548,0.7053860895745995,0.15929674427511403,0.7168250646556178,0.1576954621298885,0.7293381887319919,0.15947958078404595,0.8229566791528854,0.09859502330972297,0.8413427666965599,0.10202320785219612,0.8130564781678299,0.16107940023720008,0.8660248345901775,0.15052059184638283
0.6953946424975158,0.1616315664941744,0.7001576885013858,0.15859282371572622,0.7068004040010359,0.15783405220365881,0.7179287773847904,0.15643169618015118,0.7306612570664002,0.1581083069670567,0.8213598725423925,0.09950920585438247,0.8397003370400531,0.10330306341471943,0.8138776929960834,0.15984525380190978,0.8648842584398255,0.15253179344463375
0.6962487059188994,0.1603151436298647,0.7014168845713744,0.15694729513533912,0.7082603414734865,0.1558228506054079,0.7190324901139631,0.1551679302304139,0.7315737179866818,0.1570112879134653,0.8199911811619701,0.10024055189011008,0.8380579073835461,0.10435437334107786,0.8148357769623791,0.15847397998492052,0.8638805514275159,0.15436015853395274
0.6972998608990638,0.15899872076555502,0.7025665853309293,0.15541146846031118,0.7095834098078949,0.15417732202502082,0.7202938760901605,0.15374619353695942,0.7323949328149352,0.15605139624157283,0.8181206362753929,0.1014746983254004,0.8359136242208843,0.10567993803083413,0.815930730066717,0.15719412442239722,0.8626943522311497,0.1564170692594366
0.6982196215067077,0.15774811904446082,0.703771033745701,0.1540401946433219,0.7110433472803455,0.15262321169909965,0.7215552620663578,0.15240344221536356,0.733444262873259,0.1549543771879814,0.8168431909869986,0.10238888087005993,0.8343624406564056,0.10691408446612448,0.8169800601250409,0.15559430496924306,0.8617362682648539,0.15833685260322158
0.6990736849280913,0.1565633384665821,0.704811239194822,0.15266892082633265,0.7121839234306975,0.1510691013731785,0.7231319945366044,0.1505867786626162,0.7346760851156392,0.15381164900715705,0.8152463843765058,0.10325735428748645,0.8324006496778001,0.10823964915588075,0.8180750132293788,0.15413161289778787,0.8605956921145019,0.16025663594700654
0.6998620511632145,0.15544437903191888,0.7060704352648106,0.1512427960566638,0.7135982378571339,0.14933215453832543,0.7243933805128017,0.14916504196916172,0.7357710382199771,0.15266892082633265,0.8135583316739847,0.10421724595937892,0.8305301047912228,0.10974805035456892,0.8191699663337166,0.1527603390807986,0.8595919851021923,0.16240496492695639
0.7008475089571187,0.15425959845404016,0.7071653883691486,0.14987152223967454,0.7146931909614719,0.1480980081030351,0.725654766488999,0.14758533453199008,0.7370484835083715,0.15116051962764449,0.8120527711555201,0.10504001024957249,0.8287508059966737,0.11089077853539331,0.8202649194380547,0.15143477439104233,0.8585882780898825,0.16459900303413919
0.7017015723785023,0.15300899673294596,0.7086435750600049,0.148280844611967,0.7158337671118239,0.14677244341327883,0.7271526623357333,0.14608461246667706,0.7383259287967657,0.150154918828519,0.810866571959154,0.10622844755762983,0.8270627532941527,0.11217063409791661,0.8213598725423925,0.14983495493788818,0.8574933249855445,0.16702158677748688
0.7030812132899681,0.1515609315822053,0.7097385281643427,0.1468547198422982,0.7171568354462323,0.14535546046905662,0.7284928849354428,0.14450490502950541,0.7395577510391459,0.1488750632659957,0.8093153883946753,0.10718833922952233,0.825009716223519,0.11372474442383777,0.8225004486927445,0.14850939024813192,0.8567633562493192,0.1688042427395729
0.7038038823388312,0.15044197214754207,0.7107787336134638,0.1455382969779885,0.7182517885505703,0.14393847752483435,0.7299907807821772,0.1429251975923338,0.7406983271894979,0.1477780442124043,0.8076729587381684,0.10842248566481265,0.8228654330608572,0.11518743649529298,0.8236866478891107,0.1469095707949778,0.8557596492370094,0.1708154443378238
0.7048550373189956,0.1493888338560943,0.7120379296834525,0.14422187411367882,0.7195748568849786,0.14247578545337916,0.7314098400053992,0.14150346089887933,0.7418389033398499,0.14663531603157992,0.8062130212657178,0.10933666820947215,0.8215423647264489,0.11651300118504926,0.8248728470854768,0.14567542435968744,0.8548015652707137,0.17300948244500663
0.7058404951128997,0.1482040532782156,0.7135161163743087,0.14268604743865085,0.7207610560813447,0.14105880250915692,0.7329077358521334,0.1400027388335663,0.7428882333981738,0.14535546046905662,0.8048443298852954,0.11025085075413166,0.8197630659318997,0.11765572936587364,0.8257853080057584,0.14444127792439712,0.853843481304418,0.17506639317049053
0.7069573472793244,0.1469534515571214,0.7147753124442973,0.14125992266898202,0.7222209935537952,0.13955040131046875,0.7342479584518431,0.13842303139639467,0.744165678686568,0.14425844141546523,0.8033387693668307,0.11125645155325711,0.8178468979993083,0.11934696707349372,0.8268802611100964,0.14302429498017488,0.8527485282000801,0.17744326778660524
0.7076143191419272,0.14590031326567365,0.715979760859069,0.13961439408859494,0.7236353079802318,0.13827054574794545,0.7355881810515528,0.1371592654466574,0.7454431239749623,0.14302429498017488,0.8019700779864083,0.11230776147961553,0.8162044683428015,0.12080965914494894,0.8280664603064625,0.14156160290871966,0.8520185594638547,0.17977443327548698
0.7086654741220916,0.14497881726065687,0.7174579475499252,0.13824312027160568,0.7248215071765979,0.1370363993126551,0.7368495670277501,0.1358954994969201,0.7466293231713284,0.14192727592658347,0.8006013866059858,0.11322194402427505,0.8145164156402804,0.12222664208917117,0.8292070364568145,0.1404188747278953,0.8511517215895873,0.18178563487373786
0.709256748798434,0.14385985782599364,0.7187718912751307,0.13676214454925728,0.7261445755110062,0.1357565437501318,0.7384262994979967,0.13447376280346562,0.7478611454137085,0.1406474203640602,0.7989589569494789,0.11427325395063347,0.8129652320758017,0.12350649765169446,0.8303019895611524,0.13913901916537197,0.8503305067613338,0.18416250948985258
0.7102422065923382,0.14293836182097686,0.7201953303107701,0.13528116882690888,0.7273763977533864,0.13429385167867658,0.7397665220977063,0.13305202611001116,0.7490473446100747,0.13955040131046875,0.7974533964310143,0.11559881864038976,0.8115052946033512,0.12487777146868373,0.8313969426654904,0.13785916360284867,0.8493724227950381,0.18672222061489918
0.7115561503175437,0.14162193895666716,0.7214545263807587,0.13380019310456048,0.7286538430417806,0.13287686873445437,0.7413432545679529,0.13178826016027387,0.7501879207604267,0.13845338225687737,0.7960390820045777,0.11651300118504926,0.8100453571309005,0.126249045285673,0.8325375188158424,0.13639647153139348,0.8486424540588129,0.188916258722082
0.7127386996702287,0.14004223151949555,0.7231517036924825,0.1322643664295325,0.7297944191921326,0.1319169770625619,0.7426046405441502,0.130445508838678,0.751465366048821,0.13740207233051893,0.7943966523480709,0.11779285674757256,0.8087679118425063,0.12734606433926438,0.8339062101962648,0.1352080342233361,,
0.7135927630916123,0.13912073551447876,0.7246846380385557,0.13067368880182495,0.7311174875265409,0.13068283062727154,0.7442602096379092,0.12902377214522354,0.7527884343832293,0.13607650764076265,0.7930279609676485,0.11893558492839694,0.8072623513240417,0.12853450164732175,0.8350011633006027,0.1339281786608128,,
0.7143811293267356,0.13826506065267746,0.7259985817637611,0.1290830111741174,0.732258063676893,0.12940297506474824,0.7453639223670818,0.1278389915673448,0.7541115027176376,0.1348880703327053,0.7913399082651275,0.12021544049092026,0.8058024138515911,0.12990577546431098,0.8360961164049406,0.1325111957165906,,
0.7153008899343795,0.13727774350444522,0.7277505067307019,0.12776658830980775,0.7335355089652873,0.12803170124775898,0.7467829815903038,0.12673319636132468,0.7552977019140037,0.13374534215188094,0.7896062325165925,0.12167813256237545,0.8043424763791405,0.1313684675357662,0.8375104308313772,0.1312313401540673,,
0.7162863477282836,0.13622460521299745,0.7290097028006904,0.12612105972942064,0.7349042003457097,0.12702610044863355,0.7480443675665011,0.12554841578344594,0.7567120163404402,0.13228265008042572,0.7884656563662404,0.12254660597980198,0.8027912928146618,0.13283115960722142,0.838605383935715,0.12986006633707803,,
0.7170747139634069,0.1352372880647652,0.7304878894915466,0.12491433877047008,0.7360903995420758,0.12588337226780916,0.7494634267897231,0.12428464983370865,0.758308822950933,0.1312313401540673,0.787051341939804,0.1238264615423253,0.8011032401121407,0.13443097906037554,0.8398372061780952,0.1284430833928558,,
0.71779738301227,0.13451325548939486,0.7319660761824028,0.12337851209544211,0.7375503370145263,0.12460351670528584,0.7511978325069943,0.12278392776839561,0.7598600065154117,0.1296772298281461,0.7856826505593815,0.1247406440869848,0.799506433501648,0.1359393802590637,0.8412058975585177,0.12707180957586653,,
0.7187828408061742,0.13352593834116258,0.7332800199076084,0.12217179113649157,0.7389646514409629,0.12327795201552956,0.7529322382242657,0.12128320570308257,0.7614111900798906,0.12812311950222496,0.7843595822249732,0.12597479052227512,0.7977271347070988,0.13772203622114976,0.8424377198008979,0.12588337226780918,,
0.719702601413818,0.1325386211929303,0.7348129542536815,0.12063596446146362,0.7403333428213853,0.12181525994407436,0.7546666439415369,0.11986146900962812,0.7630079966903833,0.12679755481246868,0.7828996447525225,0.12725464608479842,0.7959934589585638,0.13959611043770176,0.8438976572733484,0.12446638932358695,,
0.7207537563939824,0.13155130404469806,0.7367291221862728,0.1189904358810765,0.7419301494318781,0.12058111350878403,0.7564010496588083,0.11836074694431507,0.764467934162834,0.12547199012271243,0.781485330326086,0.12848879252008877,0.7942597832100287,0.1411959298908559,0.8451294795157287,0.12300369725213174,,
0.7216735170016263,0.13043234461003483,0.738207308877129,0.11767401301676682,0.7433900869043287,0.11916413056456181,0.7582142919995919,0.11717596636643636,0.7659734946812986,0.1241921345601891,0.7798885237155933,0.1296772298281461,0.7927085996455498,0.14307000410740786,0.8465437939421652,0.12176955081684142,,
0.7227246719817907,0.12944502746180256,0.7394665049471177,0.1164124411051367,0.7451693856988778,0.11774714762033957,0.7597910244698385,0.1156752443011233,0.7674334321537492,0.12282086074319984,0.7782917171051004,0.13095708539066941,0.7915680234951978,0.14444127792439712,0.8477756161845453,0.12044398612708512,,
0.7236444325894346,0.12858935260000126,0.7413279252244922,0.115096018240827,0.7466749462173425,0.11642158293058329,0.7616042668106221,0.11425350760766885,0.768984615718228,0.12144958692621058,0.7768317796326498,0.13241977746212463,0.7899712168847051,0.14585826086861936,0.8490074384269255,0.11911842143732886,,
0.724695587569599,0.12753621430855352,0.7428061119153484,0.1136150425184786,0.7482261297818212,0.11514172736805997,0.7634963457749181,0.11283177091421438,0.770763914512777,0.12021544049092026,0.7748243656080303,0.13406530604251174,0.7886937715963108,0.14732095294007455,0.8502848837153197,0.11783856587480554,,
0.7256153481772428,0.12654889716032125,0.7443390462614216,0.11218891774880979,0.7500966746683986,0.11372474442383775,0.7654672613627264,0.11141003422075993,0.772406344169284,0.118844166673931,0.7732731820435516,0.1356651254956659,0.7874163263079166,0.14878364501152977,0.8516991981417562,0.11655871031228224,,
0.7267322003436676,0.12549575886887349,0.7457624852970609,0.11109189869521838,0.7516022351868632,0.11226205235238254,0.7673593403270222,0.10990931215544689,0.7736837894576782,0.11765572936587364,0.7719957367551573,0.13662501716755837,0.7860476349274941,0.15042917359191688,0.8530678895221786,0.11541598213145786,,
0.7277176581375717,0.1246400840070722,0.7474049149535678,0.1097754758309087,0.7530621726593139,0.1112107424260241,0.7697244390323923,0.1082506193464167,0.7753262191141852,0.11637587380335034,0.7706726684207489,0.13790487273008167,0.7848158126851139,0.15175473828167316,0.8545278269946293,0.11399899918723562,,
0.7285717215589553,0.12365276685883994,0.7491020922652916,0.10851390391927858,0.7544308640397362,0.11006801424519973,0.7720895377377621,0.10667091190924506,0.7768317796326498,0.11514172736806,0.7692583539943124,0.13913901916537197,0.7833102521666493,0.15349168511652622,0.8559877644670798,0.11262772537024637,,
0.7296228765391197,0.12273127085382315,0.7507445219217985,0.10703292819693018,0.7561645397882713,0.10892528606437533,0.7739027800785458,0.10540714595950776,0.7787935706112553,0.11399899918723562,0.767844039567876,0.14046458385512828,0.7818959377402128,0.15527434107861227,0.8571739636634459,0.111439288062189,,
0.7308711230780649,0.1217439537055909,0.7526606898543899,0.10560680342726135,0.7575788542147078,0.10769113962908501,0.7757160224193295,0.10414338000977047,0.7804360002677622,0.11285627100641124,0.7666578403715099,0.14179014854488453,0.7802535080837059,0.1570112879134653,0.8585882780898825,0.11020514162689868,,
0.7319222780582294,0.12055917312771218,0.7544126148213306,0.10429038056295167,0.759403776055271,0.10641128406656171,0.7775292647601131,0.10280062868817458,0.7819415607862269,0.11157641544388792,0.7651522798530451,0.1433899679980387,0.7787935706112553,0.15865681649385238,0.8597744772862486,0.1090624134460743,,
0.7331048274109143,0.11937439254983347,0.7561645397882713,0.10280940484060327,0.761046205711778,0.10499430112233948,0.7793425071008967,0.10169483348215444,0.7834014982586774,0.11047939639029652,0.7637379654266087,0.14476124181502792,0.7774248792308329,0.16048518158317143,0.8613712838967413,0.1075997213746191,,
0.7342873767635993,0.1183870754016012,0.7579712124104289,0.10165753483433229,0.7626886353682848,0.10385157294151509,0.781076912818168,0.10066802364799288,0.7851807970532265,0.10938237733670512,0.762232404908144,0.14617822475925019,0.7756912034822978,0.16258780143588827,0.8627399752771638,0.10650270232102768,,
0.7355356233025445,0.11726811596693795,0.7597778850325865,0.1003411119700226,0.7642398189327636,0.10257171737899179,0.78249597204139,0.0998781699294071,0.7867319806177053,0.10828535828311373,0.7607268443896793,0.1475952077034724,0.7742768890558613,0.1644161665252073,0.8643367818876566,0.10504001024957249,,
0.7369152642140104,0.11628079881870569,0.7614750623443103,0.09880528529499463,0.7658822485892705,0.10156611657986633,0.7837573580175873,0.09861440397966978,0.7884200333202263,0.10718833922952233,0.7598143834693977,0.14914931802939357,0.7724975902613122,0.16651878637792414,0.8658423424061212,0.10380586381428217,,
0.7380978135666953,0.11503019709761149,0.7633364826216847,0.09776311719408279,0.7675703012917915,0.10019484276287707,0.7861224567229572,0.09735063802993246,0.7897887247006488,0.10636557493932876,0.7578525924907922,0.1507491374825477,0.7709007836508193,0.168667115357874,0.8672566568325577,0.10252600825175884,,
0.7395431516644214,0.11397705880616375,0.7651431552438424,0.09639184337709356,0.7693952231323546,0.09896069632758675,0.7877780258167162,0.0960078867083366,0.7912030391270852,0.10535997414020332,0.7566663932944262,0.15207470217230395,0.7694864692243828,0.17044977131996,0.8688990864890647,0.1013375709437015,,
0.7406600038308462,0.112923920514716,0.7670593231764338,0.09513027146546343,0.7715395062950166,0.09754371338336451,0.7899066146515491,0.09474412075859931,0.7929367148756203,0.10435437334107786,0.7552520788679896,0.1536745216254581,0.7682090239359886,0.172323845536512,0.8706327622375998,0.10010342450841117,,
0.7419739475560516,0.11193660336648373,0.7690849864194589,0.09359444479043547,0.7735012972736219,0.09635527607530717,0.7923505499804313,0.09340136943700342,0.7947160136701694,0.10316593603302049,0.7537921413955391,0.15541146846031118,0.7667947095095521,0.17447217451646183,0.8723664379861348,0.09882356894588784,,
0.7429594053499557,0.11101510736146696,0.7710559020072673,0.09244257478416448,0.7749612347460726,0.09544109353064764,0.7944003021917521,0.09205861811540755,0.7963584433266764,0.10188608047049719,0.7525146961071448,0.1568284514045334,0.7653803950831155,0.1763919578602468,0.8740544906886558,0.09754371338336454,,
0.7445361378202024,0.1100277902132347,0.7730815652502924,0.09096159906181608,0.7768317796326498,0.09397840145919245,0.7963712177795603,0.09095282290938739,0.7985027264893382,0.10078906141690577,0.7511003816807083,0.15833685260322158,0.7636923423805946,0.1789973781125264,0.8757881664371908,0.09621814869360826,,
0.7457186871728874,0.10897465192178693,0.7749429855276669,0.0896451761975064,0.7788848167032835,0.09260712764220319,0.7985786432379056,0.0897680423315087,0.8003732713759155,0.09955491498161545,0.7497773133462999,0.15979954467467677,0.7618674205400313,0.18141996185587406,0.8777499574157963,0.09498400225831793,,
0.7472148189285092,0.10785873976227257,0.776968648770692,0.08849330619123541,0.7806184924518186,0.0916929450975437,0.8011014151903002,0.08834630563805423,0.802380685400535,0.09841218680079108,0.7485454911039198,0.16167361889122878,0.7605899752516371,0.183339745199659,0.8799854866704863,0.09352131018686272,,
0.7484694526938964,0.10690646627825225,0.7790490596689341,0.08717688332692575,0.7822152990623114,0.09068734429841824,0.8036241871426948,0.08676659820088262,0.8042512302871123,0.09722374949273371,0.7471767997234974,0.163090601835451,0.7592669069172288,0.18553378330684184,0.8819472776490918,0.09233287287880537,,
0.7497621056642954,0.10572564715806705,0.7806914893254411,0.0861895661786935,0.7839489748108465,0.08959032524482682,0.8064623055891387,0.0854238468792867,0.8060761521276756,0.09617243956637528,0.7458993544351031,0.16469042128860512,0.7577157233527501,0.18777353054125762,0.8844565451798663,0.0907787625528842,,
0.7513589122747881,0.10462100991660347,0.7826624049132493,0.08498284521974292,0.7856370275133674,0.08863043357293435,0.808669731047484,0.08408109555769083,0.8078554509222247,0.09512112964001684,0.7446219091467089,0.16629024074175927,0.7564382780643557,0.18937334999441174,0.8830422307534297,0.0915101085886118,,
0.7530697765003161,0.10336400891769668,0.7848523111219252,0.08366642235543326,0.787644441537987,0.08748770539210998,0.8115078494939278,0.08250138812051921,0.8094066344867035,0.09416123796812437,0.7433444638583145,0.16802718757661234,,,0.878708041382092,0.09420694709535735,,
0.754666583110809,0.10214509885815065,0.786549488433649,0.08251455234916227,0.7891956251024657,0.08643639546575152,0.8130057453406622,0.0817115344019334,0.8111859332812525,0.09310992804176596,0.7421582646619485,0.16971842528423242,,,,,,
0.7563394281313253,0.10092618879860465,0.7887393946423249,0.08114327853217299,0.7909749238970148,0.08547650379385904,0.8149766609284705,0.0806057391959133,0.8126458707537032,0.09233287287880537,0.7406527041434838,0.17168391775525035,,,,,,
0.7582784075869237,0.0995549149816154,0.7910935438166515,0.07993655757322246,0.79270859964555,0.08433377561303468,0.816789903269254,0.07965791473361028,0.8141514312721678,0.09128156295244694,0.7395121279931318,0.17314660982670554,,,,,,
0.7603314446575573,0.0981074592859045,0.7925169828522908,0.07916864423570849,0.7945791445321273,0.08337388394114217,0.8183666357395007,0.07902603175874165,0.8161588452967874,0.09041308953502042,0.7385996670728502,0.17465501102539374,,,,,,
0.7623464625231793,0.09669809452955444,,,0.7962215741886342,0.08236828314201675,,,0.8178925210453225,0.08936177960866198,0.7374590909224982,0.17630053960578085,,,,,,
0.7642094035687542,0.09525063883384355,,,0.7977271347070989,0.08154551885182318,,,0.8192612124257449,0.0885847244457014,0.7363185147721462,0.17776323167723604,,,,,,
0.7663384790494113,0.09376509219877188,,,0.7995976795936761,0.0805856271799307,,,0.8206299038061673,0.08776196015550786,0.7350410694837519,0.17945446938485612,,,,,,
0.7682014200949863,0.09243190932114342,,,0.8022438162624927,0.07916864423570846,,,0.8226373178307869,0.08693919586531429,0.7341286085634703,0.18105428883801025,,,,,,
0.7699883227305377,0.09128918114031903,,,,,,,0.8242341244412796,0.08611643157512075,0.7329424093671042,0.18311119956349414,,,,,,
0.7722694750312418,0.08968936168716493,,,,,,,0.8263327845579274,0.08506512164876229,0.7318474562627663,0.18457389163494936,,,,,,
0.7741704352818285,0.08847045162761888,,,,,,,0.8282033294445047,0.08410522997686984,0.7306612570664002,0.18626512934256945,,,,,,
0.77595733791738,0.08728963250743371,,,,,,,0.8298001360549975,0.08319104743221031,0.7293838117780059,0.18809349443188844,,,,,,
0.7775921637328845,0.08626117714469178,,,,,,,0.831807550079617,0.08227686488755082,0.7286082199957665,0.18928193173994579,,,,,,
0.7797972776235651,0.08496608520642412,,,,,,,0.8336324719201803,0.08140839147012427,,,,,,,,
0.7816221994641284,0.0836709932681565,,,,,,,0.8352749015766872,0.0804942089254648,,,,,,,,
0.7837512749447855,0.0823759013298889,,,,,,,0.8372823156013067,0.07962573550803825,,,,,,,,
0.785956388835466,0.08092844563417798,,,,,,,0.838559760889701,0.0789858077267766,,,,,,,,
0.7890739636464282,0.07913817148421981,,,,,,,,,,,,,,,,
